campaign_id,campaign_name,start_date,end_date,channel,region,impressions,clicks,conversions,spend_usd,revenue_usd,target_audience,product_category,device,year,data_source,campaign_duration_days,month,quarter
2024_0327,Campaign_2024_0327,2024-03-18,2024-10-21,TikTok Ads,North America,28076,43392,6243,33749.33,120175.88,Adults,Travel,Mobile,1970-01-01 00:00:00.000002024,H1_2024,217,3,1
2024_0328,Campaign_2024_0328,2024-03-08,2024-07-24,Google Display Network,South America,62813,40836,21738,49539.73,69693.72,Adults,Clothing,Mobile,1970-01-01 00:00:00.000002024,H1_2024,138,3,1
2024_0329,Campaign_2024_0329,2024-02-04,2024-12-01,Facebook Ads,Africa,67817,41003,48639,24093.04,124024.16,Seniors,Clothing,Mobile,1970-01-01 00:00:00.000002024,H1_2024,301,2,1
2024_0330,Campaign_2024_0330,2024-05-09,2024-07-26,Email,Africa,12645,46048,12631,46412.29,44296.85,Adults,Services,Mobile,1970-01-01 00:00:00.000002024,H1_2024,78,5,2
2024_0331,Campaign_2024_0331,2024-04-16,2024-07-17,Google Display Network,Asia,44057,74058,37331,40712.32,116551.61,Adults,Travel,Desktop,1970-01-01 00:00:00.000002024,H1_2024,92,4,2
2024_0332,Campaign_2024_0332,2024-04-07,2024-08-28,TikTok Ads,Europe,12003,17428,66489,31318.69,97915.92,Adults,Clothing,Tablet,1970-01-01 00:00:00.000002024,H1_2024,143,4,2
2024_0333,Campaign_2024_0333,2024-03-02,2024-10-16,Facebook Ads,Asia,43520,86212,7142,12842.07,105753.74,Youth,Electronics,Tablet,1970-01-01 00:00:00.000002024,H1_2024,228,3,1
2024_0334,Campaign_2024_0334,2024-06-07,2024-09-09,Google Ads,Europe,21371,41869,22886,3419.35,64283.64,Seniors,Travel,Tablet,1970-01-01 00:00:00.000002024,H1_2024,94,6,2
2024_0335,Campaign_2024_0335,2024-04-21,2024-10-18,TikTok Ads,Africa,83394,30023,83369,43209.38,92899.18,Youth,Electronics,Desktop,1970-01-01 00:00:00.000002024,H1_2024,180,4,2
2024_0336,Campaign_2024_0336,2024-03-31,2024-07-30,Google Display Network,North America,25468,8302,82025,21004.68,132730.44,Youth,Home,Tablet,1970-01-01 00:00:00.000002024,H1_2024,121,3,1
2024_0337,Campaign_2024_0337,2024-05-25,2024-11-26,Facebook Ads,Asia,23868,15824,68796,30527.34,36576.09,Seniors,Clothing,Tablet,1970-01-01 00:00:00.000002024,H1_2024,185,5,2
2024_0338,Campaign_2024_0338,2024-06-10,2024-12-21,Facebook Ads,South America,30384,34216,41784,35622.14,132146.48,Youth,Clothing,Desktop,1970-01-01 00:00:00.000002024,H1_2024,194,6,2
2024_0339,Campaign_2024_0339,2024-03-21,2024-09-18,Email,North America,16758,73635,58322,47071.83,115226.32,Youth,Electronics,Mobile,1970-01-01 00:00:00.000002024,H1_2024,181,3,1
2024_0340,Campaign_2024_0340,2024-03-12,2024-07-09,Google Display Network,Africa,62575,58644,76247,31787.01,80396.63,Seniors,Home,Desktop,1970-01-01 00:00:00.000002024,H1_2024,119,3,1
2024_0341,Campaign_2024_0341,2024-02-28,2024-10-01,Google Ads,South America,41091,69115,65170,40720.0,146546.41,Seniors,Clothing,Tablet,1970-01-01 00:00:00.000002024,H1_2024,216,2,1
2024_0342,Campaign_2024_0342,2024-01-22,2024-10-03,Email,South America,19534,40323,79538,16110.72,95727.44,Adults,Services,Desktop,1970-01-01 00:00:00.000002024,H1_2024,255,1,1
2024_0343,Campaign_2024_0343,2024-05-13,2024-11-20,Facebook Ads,North America,54136,86442,44378,10707.92,28275.45,Seniors,Home,Mobile,1970-01-01 00:00:00.000002024,H1_2024,191,5,2
2024_0344,Campaign_2024_0344,2024-05-05,2024-09-06,Email,Africa,65951,8467,8200,6176.51,138811.13,Adults,Home,Desktop,1970-01-01 00:00:00.000002024,H1_2024,124,5,2
2024_0345,Campaign_2024_0345,2024-05-23,2024-12-11,Facebook Ads,Asia,85077,29461,50382,3851.66,48657.32,Youth,Travel,Desktop,1970-01-01 00:00:00.000002024,H1_2024,202,5,2
2024_0346,Campaign_2024_0346,2024-01-16,2024-10-24,TikTok Ads,Europe,86919,63374,3185,34259.21,139799.73,Seniors,Services,Desktop,1970-01-01 00:00:00.000002024,H1_2024,282,1,1
2024_0347,Campaign_2024_0347,2024-01-08,2024-08-12,Facebook Ads,North America,15792,48057,38646,41801.89,62465.15,Adults,Clothing,Tablet,1970-01-01 00:00:00.000002024,H1_2024,217,1,1
2024_0348,Campaign_2024_0348,2024-06-03,2024-09-02,Google Ads,South America,94639,16891,16611,23154.95,116385.0,Adults,Home,Desktop,1970-01-01 00:00:00.000002024,H1_2024,91,6,2
2024_0349,Campaign_2024_0349,2024-05-24,2024-09-04,Google Ads,South America,54163,83842,20244,21293.61,73375.13,Youth,Travel,Desktop,1970-01-01 00:00:00.000002024,H1_2024,103,5,2
2024_0350,Campaign_2024_0350,2024-04-14,2024-07-10,Email,Africa,70815,69217,55450,17437.67,29030.35,Youth,Electronics,Desktop,1970-01-01 00:00:00.000002024,H1_2024,87,4,2
2024_0351,Campaign_2024_0351,2024-03-02,2024-09-28,Google Ads,South America,99745,46882,59659,40808.4,134531.56,Seniors,Clothing,Mobile,1970-01-01 00:00:00.000002024,H1_2024,210,3,1
2024_0352,Campaign_2024_0352,2024-04-20,2024-07-30,Email,Africa,61231,41732,4319,13051.82,71761.56,Seniors,Home,Desktop,1970-01-01 00:00:00.000002024,H1_2024,101,4,2
2024_0353,Campaign_2024_0353,2024-06-09,2024-09-22,Facebook Ads,Asia,68707,74024,78359,11582.75,10090.47,Youth,Travel,Mobile,1970-01-01 00:00:00.000002024,H1_2024,105,6,2
2024_0354,Campaign_2024_0354,2024-06-09,2024-10-04,Google Display Network,North America,25642,72530,84410,22360.78,116381.36,Adults,Electronics,Desktop,1970-01-01 00:00:00.000002024,H1_2024,117,6,2
2024_0355,Campaign_2024_0355,2024-04-26,2024-07-03,Email,Europe,21796,28822,23286,3352.75,145066.64,Youth,Clothing,Tablet,1970-01-01 00:00:00.000002024,H1_2024,68,4,2
2024_0356,Campaign_2024_0356,2024-06-04,2024-11-12,TikTok Ads,Asia,50227,7330,49243,14088.51,2202.46,Youth,Home,Tablet,1970-01-01 00:00:00.000002024,H1_2024,161,6,2
2024_0357,Campaign_2024_0357,2024-01-12,2024-08-03,Google Display Network,North America,74555,77257,57829,36025.42,38504.14,Seniors,Home,Tablet,1970-01-01 00:00:00.000002024,H1_2024,204,1,1
2024_0358,Campaign_2024_0358,2024-05-03,2024-12-31,Google Display Network,Africa,94189,47448,9327,30729.93,115571.93,Seniors,Electronics,Mobile,1970-01-01 00:00:00.000002024,H1_2024,242,5,2
2024_0359,Campaign_2024_0359,2024-05-12,2024-12-12,TikTok Ads,North America,53155,76322,16328,44418.13,90721.37,Youth,Electronics,Mobile,1970-01-01 00:00:00.000002024,H1_2024,214,5,2
2024_0360,Campaign_2024_0360,2024-02-15,2024-11-11,TikTok Ads,Africa,44112,67334,60561,2961.93,134990.09,Seniors,Services,Tablet,1970-01-01 00:00:00.000002024,H1_2024,270,2,1
2024_0361,Campaign_2024_0361,2024-01-07,2024-07-10,TikTok Ads,Europe,91665,62627,71524,38545.03,60812.73,Seniors,Home,Tablet,1970-01-01 00:00:00.000002024,H1_2024,185,1,1
2024_0362,Campaign_2024_0362,2024-02-18,2024-09-14,Google Display Network,Europe,3058,45688,31677,10637.72,12549.71,Adults,Home,Desktop,1970-01-01 00:00:00.000002024,H1_2024,209,2,1
2024_0363,Campaign_2024_0363,2024-01-16,2024-10-13,Email,North America,34252,29744,78077,47569.72,27087.98,Adults,Travel,Tablet,1970-01-01 00:00:00.000002024,H1_2024,271,1,1
2024_0364,Campaign_2024_0364,2024-06-13,2024-11-02,Google Ads,Africa,34554,53157,35854,14577.56,53016.38,Seniors,Travel,Tablet,1970-01-01 00:00:00.000002024,H1_2024,142,6,2
2024_0365,Campaign_2024_0365,2024-05-06,2024-12-01,Email,Asia,14540,12919,78461,28641.1,5297.8,Youth,Services,Mobile,1970-01-01 00:00:00.000002024,H1_2024,209,5,2
2024_0366,Campaign_2024_0366,2024-02-24,2024-08-10,Facebook Ads,South America,28546,5425,21334,3857.4,69347.96,Adults,Services,Mobile,1970-01-01 00:00:00.000002024,H1_2024,168,2,1
2024_0367,Campaign_2024_0367,2024-04-27,2024-10-21,Google Display Network,Africa,98342,65105,20234,24540.93,97407.88,Youth,Home,Desktop,1970-01-01 00:00:00.000002024,H1_2024,177,4,2
2024_0368,Campaign_2024_0368,2024-04-04,2024-07-16,TikTok Ads,Africa,35329,21301,64788,26435.2,133761.28,Youth,Services,Mobile,1970-01-01 00:00:00.000002024,H1_2024,103,4,2
2024_0369,Campaign_2024_0369,2024-03-17,2024-10-24,Email,South America,80313,69459,11451,5906.72,60362.41,Seniors,Clothing,Mobile,1970-01-01 00:00:00.000002024,H1_2024,221,3,1
2024_0370,Campaign_2024_0370,2024-05-12,2024-11-27,Facebook Ads,North America,40684,3455,28176,3468.44,22007.36,Youth,Travel,Mobile,1970-01-01 00:00:00.000002024,H1_2024,199,5,2
2024_0371,Campaign_2024_0371,2024-05-18,2024-09-16,Google Display Network,South America,36187,17672,8641,25326.05,113442.08,Adults,Electronics,Mobile,1970-01-01 00:00:00.000002024,H1_2024,121,5,2
2024_0372,Campaign_2024_0372,2024-06-04,2024-11-13,TikTok Ads,North America,96120,29090,55517,2490.88,85842.11,Adults,Services,Mobile,1970-01-01 00:00:00.000002024,H1_2024,162,6,2
2024_0373,Campaign_2024_0373,2024-05-02,2024-10-29,TikTok Ads,North America,49701,61899,17160,8733.02,148623.0,Adults,Electronics,Mobile,1970-01-01 00:00:00.000002024,H1_2024,180,5,2
2024_0374,Campaign_2024_0374,2024-03-01,2024-08-31,Facebook Ads,Africa,91552,22995,73257,11166.26,149599.72,Youth,Travel,Tablet,1970-01-01 00:00:00.000002024,H1_2024,183,3,1
2024_0375,Campaign_2024_0375,2024-04-10,2024-10-02,Email,South America,4599,67121,25224,10605.03,123435.17,Youth,Home,Desktop,1970-01-01 00:00:00.000002024,H1_2024,175,4,2
2024_0376,Campaign_2024_0376,2024-03-12,2024-07-31,TikTok Ads,North America,3095,26914,81977,33199.4,96371.63,Youth,Services,Desktop,1970-01-01 00:00:00.000002024,H1_2024,141,3,1
2024_0377,Campaign_2024_0377,2024-06-21,2024-12-23,Facebook Ads,Asia,28334,57741,50023,39478.87,59937.56,Youth,Home,Mobile,1970-01-01 00:00:00.000002024,H1_2024,185,6,2
2024_0378,Campaign_2024_0378,2024-01-26,2024-07-15,Facebook Ads,North America,20114,27354,48078,32526.09,11466.09,Adults,Travel,Mobile,1970-01-01 00:00:00.000002024,H1_2024,171,1,1
2024_0379,Campaign_2024_0379,2024-04-08,2024-11-24,Google Ads,Europe,99120,45578,3719,23920.92,62500.22,Adults,Clothing,Desktop,1970-01-01 00:00:00.000002024,H1_2024,230,4,2
2024_0380,Campaign_2024_0380,2024-04-08,2024-12-03,Google Ads,Asia,54413,64836,49729,43356.73,91239.96,Adults,Home,Mobile,1970-01-01 00:00:00.000002024,H1_2024,239,4,2
2024_0381,Campaign_2024_0381,2024-01-16,2024-11-14,Google Ads,Europe,35018,75499,59156,34955.36,37429.05,Seniors,Electronics,Desktop,1970-01-01 00:00:00.000002024,H1_2024,303,1,1
2024_0382,Campaign_2024_0382,2024-02-10,2024-10-31,Facebook Ads,North America,12060,5535,44145,1638.19,81208.88,Youth,Home,Desktop,1970-01-01 00:00:00.000002024,H1_2024,264,2,1
2024_0383,Campaign_2024_0383,2024-05-23,2024-10-28,Email,North America,66594,71773,43933,3847.11,4946.88,Adults,Electronics,Mobile,1970-01-01 00:00:00.000002024,H1_2024,158,5,2
2024_0384,Campaign_2024_0384,2024-02-03,2024-10-13,Google Display Network,Africa,40979,88161,39349,2223.98,15623.34,Youth,Services,Tablet,1970-01-01 00:00:00.000002024,H1_2024,253,2,1
2024_0385,Campaign_2024_0385,2024-05-04,2024-12-30,Facebook Ads,Europe,79285,67831,20647,25043.5,142868.74,Youth,Home,Mobile,1970-01-01 00:00:00.000002024,H1_2024,240,5,2
2024_0386,Campaign_2024_0386,2024-06-01,2024-09-02,Email,Africa,3325,42124,56293,27070.05,130525.09,Youth,Home,Desktop,1970-01-01 00:00:00.000002024,H1_2024,93,6,2
2024_0387,Campaign_2024_0387,2024-05-15,2024-08-07,Email,North America,11878,66157,83215,18255.15,23570.23,Seniors,Home,Mobile,1970-01-01 00:00:00.000002024,H1_2024,84,5,2
2024_0388,Campaign_2024_0388,2024-04-07,2024-10-07,Google Display Network,Africa,52227,64505,53809,17630.7,125418.67,Adults,Services,Desktop,1970-01-01 00:00:00.000002024,H1_2024,183,4,2
2024_0389,Campaign_2024_0389,2024-03-09,2024-12-13,Email,North America,35919,28640,47685,44220.5,45264.78,Youth,Clothing,Tablet,1970-01-01 00:00:00.000002024,H1_2024,279,3,1
2024_0390,Campaign_2024_0390,2024-05-16,2024-09-25,Google Display Network,Africa,41869,84048,37684,14320.37,104528.51,Adults,Services,Tablet,1970-01-01 00:00:00.000002024,H1_2024,132,5,2
2024_0391,Campaign_2024_0391,2024-06-09,2024-12-06,Facebook Ads,South America,81286,10091,3517,32387.11,86491.55,Adults,Services,Tablet,1970-01-01 00:00:00.000002024,H1_2024,180,6,2
2024_0392,Campaign_2024_0392,2024-03-23,2024-11-09,Facebook Ads,Asia,60775,56663,43964,14480.97,69736.22,Youth,Travel,Desktop,1970-01-01 00:00:00.000002024,H1_2024,231,3,1
2024_0393,Campaign_2024_0393,2024-02-01,2024-12-26,Google Ads,South America,87694,51646,39264,34351.71,94992.73,Seniors,Electronics,Desktop,1970-01-01 00:00:00.000002024,H1_2024,329,2,1
2024_0394,Campaign_2024_0394,2024-01-19,2024-12-31,Google Display Network,South America,99657,20367,79599,32573.79,147472.78,Seniors,Clothing,Mobile,1970-01-01 00:00:00.000002024,H1_2024,347,1,1
2024_0395,Campaign_2024_0395,2024-05-11,2024-09-19,Email,South America,21017,56046,26540,23252.38,81372.23,Youth,Electronics,Tablet,1970-01-01 00:00:00.000002024,H1_2024,131,5,2
2024_0396,Campaign_2024_0396,2024-06-08,2024-08-06,TikTok Ads,South America,70315,67348,78556,4842.34,144105.13,Seniors,Services,Desktop,1970-01-01 00:00:00.000002024,H1_2024,59,6,2
2024_0397,Campaign_2024_0397,2024-03-08,2024-10-26,TikTok Ads,Asia,59968,63141,9324,31020.32,43195.87,Adults,Clothing,Desktop,1970-01-01 00:00:00.000002024,H1_2024,232,3,1
2024_0398,Campaign_2024_0398,2024-01-01,2024-09-13,Facebook Ads,Europe,36571,18599,13539,46279.12,108386.33,Adults,Electronics,Tablet,1970-01-01 00:00:00.000002024,H1_2024,256,1,1
2024_0399,Campaign_2024_0399,2024-02-03,2024-08-23,Google Ads,South America,90869,80702,69084,46354.31,99108.77,Adults,Electronics,Mobile,1970-01-01 00:00:00.000002024,H1_2024,202,2,1
2024_0400,Campaign_2024_0400,2024-05-23,2024-11-09,Google Display Network,North America,34696,56884,62161,33836.82,29480.75,Adults,Electronics,Desktop,1970-01-01 00:00:00.000002024,H1_2024,170,5,2
2024_0401,Campaign_2024_0401,2024-05-30,2024-08-01,Google Display Network,Asia,66986,9176,24564,43530.41,1148.92,Seniors,Home,Mobile,1970-01-01 00:00:00.000002024,H1_2024,63,5,2
2024_0402,Campaign_2024_0402,2024-02-12,2024-12-04,TikTok Ads,Europe,5977,57275,73404,14009.95,38653.54,Adults,Travel,Tablet,1970-01-01 00:00:00.000002024,H1_2024,296,2,1
2024_0403,Campaign_2024_0403,2024-04-28,2024-08-10,Email,Africa,35395,72680,79317,48168.41,62194.36,Seniors,Electronics,Desktop,1970-01-01 00:00:00.000002024,H1_2024,104,4,2
2024_0404,Campaign_2024_0404,2024-03-25,2024-09-03,Facebook Ads,South America,73545,3052,13344,42094.31,10647.63,Seniors,Services,Tablet,1970-01-01 00:00:00.000002024,H1_2024,162,3,1
2024_0405,Campaign_2024_0405,2024-06-08,2024-12-20,Facebook Ads,North America,75148,65356,65480,35360.4,60517.4,Seniors,Clothing,Mobile,1970-01-01 00:00:00.000002024,H1_2024,195,6,2
2024_0406,Campaign_2024_0406,2024-03-29,2024-12-17,Email,Europe,44162,44886,76532,3442.83,33697.35,Seniors,Clothing,Mobile,1970-01-01 00:00:00.000002024,H1_2024,263,3,1
2024_0407,Campaign_2024_0407,2024-05-05,2024-08-31,Facebook Ads,Africa,86351,78056,71880,24266.41,133716.27,Seniors,Travel,Tablet,1970-01-01 00:00:00.000002024,H1_2024,118,5,2
2024_0408,Campaign_2024_0408,2024-02-04,2024-10-31,Google Ads,South America,94957,78531,32799,11867.24,29027.73,Adults,Home,Tablet,1970-01-01 00:00:00.000002024,H1_2024,270,2,1
2024_0409,Campaign_2024_0409,2024-03-30,2024-08-08,TikTok Ads,North America,33752,47769,38931,20581.85,32013.79,Seniors,Travel,Mobile,1970-01-01 00:00:00.000002024,H1_2024,131,3,1
2024_0410,Campaign_2024_0410,2024-01-30,2024-09-14,TikTok Ads,South America,79935,59557,44401,17963.9,104737.46,Adults,Travel,Tablet,1970-01-01 00:00:00.000002024,H1_2024,228,1,1
2024_0411,Campaign_2024_0411,2024-03-02,2024-07-16,Facebook Ads,Africa,68920,86727,64400,26095.9,74751.62,Youth,Electronics,Tablet,1970-01-01 00:00:00.000002024,H1_2024,136,3,1
2024_0412,Campaign_2024_0412,2024-06-26,2024-11-27,Email,South America,81614,29487,59682,18702.01,126205.07,Youth,Clothing,Tablet,1970-01-01 00:00:00.000002024,H1_2024,154,6,2
2024_0413,Campaign_2024_0413,2024-06-03,2024-10-29,Google Display Network,South America,26355,5106,54898,47124.86,110574.65,Youth,Clothing,Tablet,1970-01-01 00:00:00.000002024,H1_2024,148,6,2
2024_0414,Campaign_2024_0414,2024-02-05,2024-10-18,Google Display Network,South America,30890,12164,62545,33819.27,9728.64,Adults,Travel,Mobile,1970-01-01 00:00:00.000002024,H1_2024,256,2,1
2024_0415,Campaign_2024_0415,2024-04-23,2024-10-12,Facebook Ads,Africa,71232,46636,9477,29681.08,136621.34,Seniors,Services,Tablet,1970-01-01 00:00:00.000002024,H1_2024,172,4,2
2024_0416,Campaign_2024_0416,2024-04-13,2024-10-23,Facebook Ads,Europe,7891,31336,15743,46127.28,104544.69,Adults,Services,Mobile,1970-01-01 00:00:00.000002024,H1_2024,193,4,2
2024_0417,Campaign_2024_0417,2024-06-24,2024-11-22,TikTok Ads,North America,5507,32712,63197,7907.48,127375.28,Seniors,Travel,Tablet,1970-01-01 00:00:00.000002024,H1_2024,151,6,2
2024_0418,Campaign_2024_0418,2024-05-04,2024-10-03,TikTok Ads,Asia,20667,45647,16673,47203.95,39469.89,Youth,Travel,Desktop,1970-01-01 00:00:00.000002024,H1_2024,152,5,2
2024_0419,Campaign_2024_0419,2024-01-21,2024-10-16,TikTok Ads,South America,46813,37816,53452,36582.09,23106.94,Youth,Electronics,Tablet,1970-01-01 00:00:00.000002024,H1_2024,269,1,1
2024_0420,Campaign_2024_0420,2024-03-07,2024-10-15,Google Ads,Africa,90851,77201,50526,20040.74,129701.18,Adults,Home,Desktop,1970-01-01 00:00:00.000002024,H1_2024,222,3,1
2024_0421,Campaign_2024_0421,2024-06-25,2024-10-03,Email,Europe,28254,17875,82582,18760.5,147891.1,Seniors,Travel,Tablet,1970-01-01 00:00:00.000002024,H1_2024,100,6,2
2024_0422,Campaign_2024_0422,2024-06-11,2024-08-04,Google Ads,North America,2404,21743,72608,33909.65,27126.43,Adults,Clothing,Desktop,1970-01-01 00:00:00.000002024,H1_2024,54,6,2
2024_0423,Campaign_2024_0423,2024-05-11,2024-07-31,Email,North America,49884,26505,66346,25870.52,138849.96,Adults,Clothing,Desktop,1970-01-01 00:00:00.000002024,H1_2024,81,5,2
2024_0424,Campaign_2024_0424,2024-04-22,2024-12-21,TikTok Ads,Asia,76281,37367,9833,47064.98,81801.33,Adults,Home,Mobile,1970-01-01 00:00:00.000002024,H1_2024,243,4,2
2024_0425,Campaign_2024_0425,2024-02-01,2024-10-06,Google Ads,Asia,72309,82029,48666,27379.62,50377.11,Seniors,Travel,Mobile,1970-01-01 00:00:00.000002024,H1_2024,248,2,1
2024_0426,Campaign_2024_0426,2024-03-15,2024-09-27,Email,Africa,23924,63786,38675,35555.56,83193.82,Adults,Home,Desktop,1970-01-01 00:00:00.000002024,H1_2024,196,3,1
2024_0427,Campaign_2024_0427,2024-06-01,2024-10-29,Email,South America,29839,19010,80797,22280.68,9105.28,Youth,Clothing,Mobile,1970-01-01 00:00:00.000002024,H1_2024,150,6,2
2024_0428,Campaign_2024_0428,2024-05-11,2024-09-09,Google Ads,South America,54760,30981,32824,43807.27,67926.35,Seniors,Travel,Mobile,1970-01-01 00:00:00.000002024,H1_2024,121,5,2
2024_0429,Campaign_2024_0429,2024-01-19,2024-07-20,Google Ads,Africa,67150,21653,49537,41730.74,60876.52,Adults,Electronics,Tablet,1970-01-01 00:00:00.000002024,H1_2024,183,1,1
2024_0430,Campaign_2024_0430,2024-04-26,2024-12-12,Facebook Ads,Europe,73816,73217,57606,40023.8,30124.53,Seniors,Services,Tablet,1970-01-01 00:00:00.000002024,H1_2024,230,4,2
2024_0431,Campaign_2024_0431,2024-04-19,2024-10-28,TikTok Ads,Europe,78135,73378,36977,29042.13,123551.68,Adults,Services,Desktop,1970-01-01 00:00:00.000002024,H1_2024,192,4,2
2024_0432,Campaign_2024_0432,2024-03-08,2024-11-11,Facebook Ads,North America,48228,25070,71760,3168.77,38586.89,Seniors,Travel,Tablet,1970-01-01 00:00:00.000002024,H1_2024,248,3,1
2024_0433,Campaign_2024_0433,2024-01-12,2024-07-25,Google Ads,South America,85596,24149,68142,15644.12,8612.85,Youth,Travel,Mobile,1970-01-01 00:00:00.000002024,H1_2024,195,1,1
2024_0434,Campaign_2024_0434,2024-04-08,2024-08-12,TikTok Ads,North America,6493,69026,78938,15465.26,11566.74,Adults,Services,Mobile,1970-01-01 00:00:00.000002024,H1_2024,126,4,2
2024_0435,Campaign_2024_0435,2024-04-28,2024-12-28,TikTok Ads,North America,47740,85289,50112,16424.6,2048.54,Youth,Services,Tablet,1970-01-01 00:00:00.000002024,H1_2024,244,4,2
2024_0436,Campaign_2024_0436,2024-05-14,2024-09-03,Google Display Network,Asia,42978,35277,18229,41298.64,44135.31,Adults,Services,Tablet,1970-01-01 00:00:00.000002024,H1_2024,112,5,2
2024_0437,Campaign_2024_0437,2024-04-21,2024-09-02,TikTok Ads,Africa,88583,11798,33936,24078.48,29365.97,Youth,Travel,Mobile,1970-01-01 00:00:00.000002024,H1_2024,134,4,2
2024_0438,Campaign_2024_0438,2024-01-12,2024-07-12,Google Ads,North America,65893,15629,12519,35332.76,65737.35,Seniors,Travel,Tablet,1970-01-01 00:00:00.000002024,H1_2024,182,1,1
2024_0439,Campaign_2024_0439,2024-04-07,2024-09-11,Facebook Ads,Europe,10896,43440,64616,47394.8,7403.76,Adults,Services,Tablet,1970-01-01 00:00:00.000002024,H1_2024,157,4,2
2024_0440,Campaign_2024_0440,2024-03-07,2024-10-11,TikTok Ads,North America,30966,88493,73367,33299.52,89713.63,Youth,Home,Desktop,1970-01-01 00:00:00.000002024,H1_2024,218,3,1
2024_0441,Campaign_2024_0441,2024-03-17,2024-09-12,Facebook Ads,South America,19976,89761,76590,45435.3,141643.05,Seniors,Travel,Desktop,1970-01-01 00:00:00.000002024,H1_2024,179,3,1
2024_0442,Campaign_2024_0442,2024-06-06,2024-11-16,Google Ads,Africa,95230,63602,39725,37275.74,32662.29,Youth,Travel,Desktop,1970-01-01 00:00:00.000002024,H1_2024,163,6,2
2024_0443,Campaign_2024_0443,2024-02-17,2024-09-21,Google Ads,Asia,11386,23142,82939,43197.11,121866.24,Adults,Home,Desktop,1970-01-01 00:00:00.000002024,H1_2024,217,2,1
2024_0444,Campaign_2024_0444,2024-02-26,2024-11-21,Facebook Ads,Europe,72315,20649,58385,23313.05,15026.22,Adults,Travel,Tablet,1970-01-01 00:00:00.000002024,H1_2024,269,2,1
2024_0445,Campaign_2024_0445,2024-04-04,2024-11-06,Email,Asia,78247,32706,67888,43545.64,108090.07,Adults,Services,Mobile,1970-01-01 00:00:00.000002024,H1_2024,216,4,2
2024_0446,Campaign_2024_0446,2024-06-07,2024-09-29,Google Display Network,Asia,90165,21019,50930,25182.42,136630.79,Youth,Travel,Mobile,1970-01-01 00:00:00.000002024,H1_2024,114,6,2
2024_0447,Campaign_2024_0447,2024-05-08,2024-09-12,TikTok Ads,Europe,98876,24875,42838,4984.94,53617.71,Seniors,Travel,Desktop,1970-01-01 00:00:00.000002024,H1_2024,127,5,2
2024_0448,Campaign_2024_0448,2024-06-22,2024-10-14,Google Display Network,Asia,94824,22105,58717,28253.77,86604.53,Seniors,Home,Tablet,1970-01-01 00:00:00.000002024,H1_2024,114,6,2
2024_0449,Campaign_2024_0449,2024-06-22,2024-07-22,Google Display Network,Europe,35793,69343,19236,48804.7,4795.35,Adults,Home,Mobile,1970-01-01 00:00:00.000002024,H1_2024,30,6,2
2024_0450,Campaign_2024_0450,2024-06-13,2024-07-05,Google Ads,North America,35101,58626,72824,31319.59,90163.55,Adults,Home,Mobile,1970-01-01 00:00:00.000002024,H1_2024,22,6,2
2024_0451,Campaign_2024_0451,2024-03-28,2024-11-30,TikTok Ads,Asia,68084,56113,33274,14298.77,49868.18,Youth,Clothing,Mobile,1970-01-01 00:00:00.000002024,H1_2024,247,3,1
2024_0452,Campaign_2024_0452,2024-01-21,2024-07-24,Google Ads,North America,63203,30819,51124,37626.78,125482.03,Youth,Clothing,Mobile,1970-01-01 00:00:00.000002024,H1_2024,185,1,1
2024_0453,Campaign_2024_0453,2024-01-12,2024-08-08,Google Display Network,North America,28453,79408,83504,18649.31,79631.11,Seniors,Electronics,Mobile,1970-01-01 00:00:00.000002024,H1_2024,209,1,1
2024_0454,Campaign_2024_0454,2024-03-16,2024-07-07,Facebook Ads,North America,93276,58103,80493,39385.96,121569.65,Seniors,Travel,Desktop,1970-01-01 00:00:00.000002024,H1_2024,113,3,1
2024_0455,Campaign_2024_0455,2024-01-17,2024-09-08,Email,South America,69714,88386,31648,10663.65,142336.5,Seniors,Clothing,Desktop,1970-01-01 00:00:00.000002024,H1_2024,235,1,1
2024_0456,Campaign_2024_0456,2024-01-24,2024-08-13,Google Ads,North America,85984,56387,19046,24280.93,56148.83,Seniors,Clothing,Tablet,1970-01-01 00:00:00.000002024,H1_2024,202,1,1
2024_0457,Campaign_2024_0457,2024-02-09,2024-08-14,Google Display Network,Africa,8904,85277,59928,28026.88,99691.45,Seniors,Clothing,Tablet,1970-01-01 00:00:00.000002024,H1_2024,187,2,1
2024_0458,Campaign_2024_0458,2024-02-27,2024-08-13,TikTok Ads,Africa,35495,85382,48754,3429.1,35698.86,Youth,Travel,Mobile,1970-01-01 00:00:00.000002024,H1_2024,168,2,1
2024_0459,Campaign_2024_0459,2024-01-17,2024-12-25,TikTok Ads,North America,80458,11684,8441,35268.42,134466.98,Youth,Services,Mobile,1970-01-01 00:00:00.000002024,H1_2024,343,1,1
2024_0460,Campaign_2024_0460,2024-06-12,2024-08-27,Google Ads,Europe,46293,26121,83276,35571.53,105998.89,Adults,Electronics,Tablet,1970-01-01 00:00:00.000002024,H1_2024,76,6,2
2024_0461,Campaign_2024_0461,2024-03-14,2024-10-07,Google Display Network,North America,23116,45472,2318,38564.98,115687.28,Youth,Clothing,Mobile,1970-01-01 00:00:00.000002024,H1_2024,207,3,1
